Time,Deflection,Force,Angle,Torque
20.7,1.56,12.6,2.5520656500848538,17.362214099999996
20.77902203,1.56,12.45,2.5520656500848538,17.155521074999996
20.8,1.54,12.3,2.5193892912062674,16.94882805
20.89031987,1.52,12.100000000000001,2.486711292307835,16.67323735
20.9,1.5133333333333334,11.9,2.4758182652127187,16.39764665
21.0,1.5066666666666666,11.9,2.4649250590247633,16.39764665
21.011643460000002,1.5,11.9,2.4540316745270756,16.39764665
21.1,1.5,11.9,2.4540316745270756,16.39764665
21.11090832,1.5,11.8,2.4540316745270756,16.259851299999998
21.2,1.49,11.7,2.4376912651630254,16.122055949999996
21.225231700000002,1.48,11.5,2.4213504590078165,15.846465249999998
21.3,1.47,11.3,2.4050092587054004,15.57087455
21.340521860000003,1.46,11.100000000000001,2.388667666900111,15.29528385
21.4,1.45,10.9,2.372325686236665,15.019693149999998
21.450816439999997,1.44,10.75,2.355983319360157,14.813000124999999
21.5,1.4249999999999998,10.6,2.3314690506829754,14.606307099999997
21.56211357,1.41,10.55,2.306953927908844,14.537409425
21.6,1.395,10.5,2.2824379599696765,14.468511749999998
21.676418589999997,1.38,10.3,2.25792115579924,14.192921049999999
21.7,1.37,10.1,2.241576159525257,13.917330349999999
21.78671317,1.36,9.95,2.225230798212308,13.710637324999997
21.8,1.36,9.8,2.225230798212308,13.503944299999999
21.89801102,1.36,9.7,2.225230798212308,13.366148949999998
21.9,1.35,9.6,2.208885074508784,13.228353599999998
22.0,1.34,9.5,2.192538991063429,13.090558249999999
22.01231604,1.33,9.35,2.1761925505253368,12.883865224999997
22.1,1.33,9.2,2.1761925505253368,12.677172199999998
22.122610620000003,1.33,9.05,2.1761925505253368,12.470479175
22.2,1.315,8.9,2.1516722259650707,12.26378615
22.232904480000002,1.3,8.75,2.1271511128508025,12.057093124999998
22.3,1.29,8.6,2.110803270439641,11.850400099999998
22.348212769999996,1.28,8.399999999999999,2.094455084186391,11.574809399999996
22.4,1.28,8.2,2.094455084186391,11.299218699999997
22.458507349999998,1.28,8.0,2.094455084186391,11.023627999999999
22.5,1.2650000000000001,7.8,2.0699321659020717,10.748037299999998
22.568802409999996,1.25,7.699999999999999,2.0454084888872277,10.610241949999997
22.6,1.25,7.6,2.0454084888872277,10.472446599999998
22.68411021,1.25,7.5,2.0454084888872277,10.334651249999999
22.7,1.2349999999999999,7.4,2.020884062092544,10.1968559
22.794404319999998,1.22,7.35,1.9963588944703532,10.127958224999999
22.8,1.2133333333333334,7.3,1.9854585845169266,10.059060549999998
22.9,1.2066666666666666,7.0,1.9745581307820477,9.645674499999998
22.904699139999998,1.2,6.95,1.9636575340519626,9.576776825
23.0,1.2,6.9,1.9636575340519626,9.507879149999999
23.01900439,1.2,6.75,1.9636575340519626,9.301186125
23.1,1.185,6.6,1.9391306726559776,9.094493099999998
23.130301529999997,1.17,6.55,1.9146031002852293,9.025595424999999
23.2,1.17,6.5,1.9146031002852293,8.956697749999998
23.24059611,1.17,6.4,1.9146031002852293,8.818902399999999
23.3,1.17,6.3,1.9146031002852293,8.681107049999998
23.35590439,1.17,6.15,1.9146031002852293,8.474414025
23.4,1.16,6.0,1.89825099480967,8.267720999999998
23.46619897,1.15,5.95,1.8818985799821502,8.198823325
23.5,1.15,5.9,1.8818985799821502,8.129925649999999
23.577496099999998,1.15,5.800000000000001,1.8818985799821502,7.9921303
23.6,1.14,5.7,1.8655458584579443,7.854334949999999
23.690832190000002,1.13,5.6,1.849192832892624,7.716539599999998
23.7,1.13,5.5,1.849192832892624,7.578744249999999
23.8,1.13,5.4,1.849192832892624,7.4409488999999995
23.802095700000002,1.13,5.35,1.849192832892624,7.372051224999999
23.9,1.12,5.3,1.8328395059420592,7.303153549999998
23.912390279999997,1.11,5.3,1.8164858802624138,7.303153549999998
24.0,1.11,5.3,1.8164858802624138,7.303153549999998
24.022685340000002,1.11,5.25,1.8164858802624138,7.234255874999999
24.1,1.1,5.2,1.8001319585101434,7.165358199999999
24.13799315,1.09,5.2,1.7837777433419926,7.165358199999999
24.2,1.09,5.2,1.7837777433419926,7.165358199999999
24.24828773,1.09,5.15,1.7837777433419926,7.0964605249999995
24.3,1.0750000000000002,5.1,1.7592458762473244,7.027562849999999
24.35958462,1.06,5.1,1.734713363913989,7.027562849999999
24.4,1.06,5.1,1.734713363913989,7.027562849999999
24.47388988,1.06,5.05,1.734713363913989,6.958665174999999
24.5,1.045,5.0,1.7101802153120802,6.8897675
24.584184460000003,1.03,5.0,1.685646439413091,6.8897675
24.6,1.02,5.0,1.6692902447463789,6.8897675
24.695482069999997,1.01,4.95,1.6529337779278441,6.820869824999999
24.7,1.01,4.9,1.6529337779278441,6.751972149999999
24.8,1.01,4.9,1.6529337779278441,6.751972149999999
24.809787319999998,1.01,4.85,1.6529337779278441,6.683074474999999
24.9,0.995,4.8,1.6283985732325152,6.614176799999999
24.920081189999998,0.98,4.75,1.603862771154931,6.5452791249999995
25.0,0.965,4.7,1.579326380672417,6.47638145
25.03037577,0.95,4.7,1.5547894107635944,6.47638145
25.1,0.94,4.7,1.5384311133553383,6.47638145
25.14568429,0.93,4.65,1.5220725650763365,6.407483774999999
25.2,0.92,4.6,1.5057137685878543,6.338586099999999
25.256981420000002,0.91,4.55,1.4893547265513998,6.269688424999999
25.3,0.9,4.5,1.4729954416287203,6.2007907499999995
25.366273210000003,0.89,4.45,1.4566359164818021,6.131893075
25.4,0.89,4.4,1.4566359164818021,6.0629954
25.481581740000003,0.89,4.35,1.4566359164818021,5.994097724999999
25.5,0.88,4.3,1.4402761537728648,5.925200049999999
